species,longitude,latitude
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,123.53333,12.9
Rhincodon,32.88334,-26.81667
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,113.9,-21.96667
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,123.51667,12.93333
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,-87,30.03333
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,35.55,-23.86667
Rhincodon,123.533,12.9333
Rhincodon,35.55,-23.86667
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,-86.65,21.5
Rhincodon,113.9015,-21.9013
Rhincodon,-86.9041,16.1392
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,113.86667,-22.03333
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,35.53333,-23.85
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,113.88333,-21.96667
Rhincodon,123.533,12.9333
Rhincodon,123.53333,12.93333
Rhincodon,42.8215,11.57652
Rhincodon,-86.63333,21.55
Rhincodon,-86.9041,16.1392
Rhincodon,35.53333,-23.88333
Rhincodon,123.533,12.9333
Rhincodon,113.715,-23.0322
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,113.91666,-21.88333
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,123.51667,12.91667
Rhincodon,-86.65,21.5
Rhincodon,113.9015,-21.9013
Rhincodon,-86.85,21.58333
Rhincodon,113.9015,-21.9013
Rhincodon,-86.63333,21.46667
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,32.88334,-26.76667
Rhincodon,123.533,12.9333
Rhincodon,123.53333,12.91667
Rhincodon,113.715,-23.0322
Rhincodon,123.533,12.9333
Rhincodon,113.715,-23.0322
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,-86.90168,16.15517
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,113.715,-23.0322
Rhincodon,113.715,-23.0322
Rhincodon,123.55,12.91667
Rhincodon,-86.55,21.63333
Rhincodon,113.715,-23.0322
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,55.41667,-4.6
Rhincodon,113.715,-23.0322
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,99.76667,10.16667
Rhincodon,-93.36667,28.25
Rhincodon,99.76667,10.16667
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,113.715,-23.0322
Rhincodon,123.533,12.9333
Rhincodon,123.56667,12.9
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,35.55,-23.86667
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,123.53333,12.93333
Rhincodon,123.51667,12.91667
Rhincodon,113.9015,-21.9013
Rhincodon,113.715,-23.0322
Rhincodon,113.715,-23.0322
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,42.8215,11.57652
Rhincodon,113.9015,-21.9013
Rhincodon,-86.9041,16.1392
Rhincodon,102.71667,5.91667
Rhincodon,123.53333,12.91667
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,123.51667,12.91667
Rhincodon,113.75,-23.08333
Rhincodon,123.51667,12.91667
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,123.58334,12.9
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,99.76667,10.16667
Rhincodon,123.53333,12.93333
Rhincodon,123.56667,12.9
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,-86.9041,16.1392
Rhincodon,72.98333,-3.78333
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,113.715,-23.0322
Rhincodon,123.533,12.9333
Rhincodon,113.9,-21.95
Rhincodon,113.9,-21.95
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,113.715,-23.0322
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,-86.63333,21.55
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,123.53333,12.91667
Rhincodon,113.9015,-21.9013
Rhincodon,113.715,-23.0322
Rhincodon,42.8,11.58333
Rhincodon,123.53333,12.93333
Rhincodon,113.9015,-21.9013
Rhincodon,99.98333,9.93333
Rhincodon,123.55,12.93333
Rhincodon,113.715,-23.0322
Rhincodon,113.9015,-21.9013
Rhincodon,99.76667,10.16667
Rhincodon,123.533,12.9333
Rhincodon,123.56667,12.9
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,123.53333,12.91667
Rhincodon,113.9015,-21.9013
Rhincodon,123.51667,12.91667
Rhincodon,113.9,-21.98333
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,113.9,-21.95
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,123.55,12.91667
Rhincodon,113.715,-23.0322
Rhincodon,123.533,12.9333
Rhincodon,123.55,12.91667
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,113.86667,-22.03333
Rhincodon,-86.85312,16.10047
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,-86.63333,21.36667
Rhincodon,113.715,-23.0322
Rhincodon,33.95,27.18333
Rhincodon,113.715,-23.0322
Rhincodon,123.51667,12.93333
Rhincodon,123.51667,12.93333
Rhincodon,-86.63333,21.6
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,113.715,-23.0322
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,113.88333,-22.01667
Rhincodon,113.715,-23.0322
Rhincodon,123.533,12.9333
Rhincodon,35.53333,-23.88333
Rhincodon,-86.86667,21.66667
Rhincodon,123.53333,12.93333
Rhincodon,-86.9041,16.1392
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,35.5122,-23.9736
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,35.53333,-23.9
Rhincodon,-86.63333,21.55
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,32.9,-26.73333
Rhincodon,113.9015,-21.9013
Rhincodon,123.5,12.95
Rhincodon,35.5122,-23.9736
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,123.51667,12.91667
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,-86.68333,21.58333
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,-86.9041,16.1392
Rhincodon,113.9015,-21.9013
Rhincodon,113.715,-23.0322
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,123.51667,12.93333
Rhincodon,123.533,12.9333
Rhincodon,-86.63333,21.55
Rhincodon,-86.88023,16.13312
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,-86.9041,16.1392
Rhincodon,123.533,12.9333
Rhincodon,113.715,-23.0322
Rhincodon,35.55,-23.86667
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,99.76667,9.98333
Rhincodon,35.55,-23.85
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,-86.43333,-30.35
Rhincodon,-86.1,30.28333
Rhincodon,-86.63333,21.55
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,101.75,12.48333
Rhincodon,35.5122,-23.9736
Rhincodon,113.715,-23.0322
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,-86.65,21.51667
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,-87.95,16.5
Rhincodon,113.9015,-21.9013
Rhincodon,123.5,12.95
Rhincodon,113.9015,-21.9013
Rhincodon,123.51667,12.91667
Rhincodon,-86.63333,21.55
Rhincodon,99.76667,9.16667
Rhincodon,-86.65,21.43333
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,-90.9,28.08333
Rhincodon,-83.03333,24.63333
Rhincodon,123.51667,12.91667
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,35.5122,-23.9736
Rhincodon,-86.6,21.48333
Rhincodon,123.533,12.9333
Rhincodon,-85.7,30.01667
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,-113.51667,28.91667
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,123.53333,12.91667
Rhincodon,113.715,-23.0322
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,113.715,-23.0322
Rhincodon,113.9015,-21.9013
Rhincodon,113.88333,-22.01667
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,-83.18333,27.86667
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,121.65,-14.35
Rhincodon,113.9015,-21.9013
Rhincodon,-86.93333,16.13333
Rhincodon,35.55,-23.86667
Rhincodon,-86.9041,16.1392
Rhincodon,113.715,-23.0322
Rhincodon,123.533,12.9333
Rhincodon,-86.63333,21.55
Rhincodon,35.53333,-23.88333
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,35.5122,-23.9736
Rhincodon,113.9015,-21.9013
Rhincodon,123.55,12.91667
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,123.53333,12.91667
Rhincodon,123.533,12.9333
Rhincodon,35.53333,-23.88333
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,113.715,-23.0322
Rhincodon,113.9015,-21.9013
Rhincodon,-86.9041,16.1392
Rhincodon,113.9015,-21.9013
Rhincodon,-86.95,16.11667
Rhincodon,113.9015,-21.9013
Rhincodon,113.88333,-22.01667
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,123.53333,12.91667
Rhincodon,123.533,12.9333
Rhincodon,123.51667,12.91667
Rhincodon,123.533,12.9333
Rhincodon,113.9,-21.96667
Rhincodon,123.55,12.93333
Rhincodon,35.5122,-23.9736
Rhincodon,123.533,12.9333
Rhincodon,35.5122,-23.9736
Rhincodon,113.9015,-21.9013
Rhincodon,-86.8612,16.11707
Rhincodon,123.533,12.9333
Rhincodon,123.53333,12.91667
Rhincodon,123.55,12.91667
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,-86.85685,16.11215
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,123.53333,12.91667
Rhincodon,35.53333,-23.86667
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,123.53333,12.91667
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,113.715,-23.0322
Rhincodon,99.76667,10.16667
Rhincodon,99.8,10.11667
Rhincodon,113.9015,-21.9013
Rhincodon,35.5122,-23.9736
Rhincodon,113.9015,-21.9013
Rhincodon,99.76667,10.16667
Rhincodon,113.9015,-21.9013
Rhincodon,123.53333,12.93333
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,123.55,12.91667
Rhincodon,113.715,-23.0322
Rhincodon,56.36666,25.35
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,35.5122,-23.9736
Rhincodon,123.51667,12.91667
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,113.9,-22.96667
Rhincodon,123.533,12.9333
Rhincodon,-86.9041,16.1392
Rhincodon,-86.9041,16.1392
Rhincodon,113.9015,-21.9013
Rhincodon,113.75,-22.3
Rhincodon,113.715,-23.0322
Rhincodon,123.533,12.9333
Rhincodon,113.98333,-21.46667
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,123.53333,12.91667
Rhincodon,113.9015,-21.9013
Rhincodon,-86.9041,16.1392
Rhincodon,123.533,12.9333
Rhincodon,35.55,-23.86667
Rhincodon,35.5122,-23.9736
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,113.715,-23.0322
Rhincodon,113.9015,-21.9013
Rhincodon,-86.9041,16.1392
Rhincodon,35.55,-23.55
Rhincodon,35.53333,-23.88333
Rhincodon,113.9015,-21.9013
Rhincodon,-86.65,21.5
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,113.715,-23.0322
Rhincodon,123.533,12.9333
Rhincodon,-86.63333,21.55
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,99.8,10.11667
Rhincodon,113.715,-23.0322
Rhincodon,113.715,-23.0322
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,152.60001,-32.86666
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,113.715,-23.0322
Rhincodon,123.533,12.9333
Rhincodon,35.5122,-23.9736
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,113.85,-21.85
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,35.5,-23.86667
Rhincodon,113.715,-23.0322
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,123.53333,12.91667
Rhincodon,123.51667,12.91667
Rhincodon,35.5122,-23.9736
Rhincodon,123.55,12.93333
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,35.5122,-23.9736
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,-86.51667,21.46667
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,33.86666,27.16667
Rhincodon,113.715,-23.0322
Rhincodon,35.55,-23.86667
Rhincodon,113.9015,-21.9013
Rhincodon,113.715,-23.0322
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,123.5,12.95
Rhincodon,113.715,-23.0322
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,-86.85,16.1
Rhincodon,-86.68333,21.58333
Rhincodon,113.9015,-21.9013
Rhincodon,134.98334,-3.28333
Rhincodon,123.5,12.93333
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,35.5122,-23.9736
Rhincodon,32.88334,-26.8
Rhincodon,99.98333,9.93333
Rhincodon,-86.63333,21.55
Rhincodon,113.9,-21.98333
Rhincodon,113.85,-22.11667
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,35.5122,-23.9736
Rhincodon,113.9015,-21.9013
Rhincodon,123.53333,12.91667
Rhincodon,123.58334,12.9
Rhincodon,113.9015,-21.9013
Rhincodon,35.55,-23.53333
Rhincodon,42.79077,11.57853
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,113.85,-22.11667
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,-86.63333,21.55
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,123.53333,12.91667
Rhincodon,123.533,12.9333
Rhincodon,134.98334,-3.28333
Rhincodon,34.3,27.85
Rhincodon,35.5122,-23.9736
Rhincodon,-87.2,21.73333
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,35.53333,-23.88333
Rhincodon,98.61667,7.8
Rhincodon,113.9015,-21.9013
Rhincodon,123.53333,12.91667
Rhincodon,123.53333,12.93333
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,123.56667,12.91667
Rhincodon,113.9015,-21.9013
Rhincodon,-86.63333,21.55
Rhincodon,123.5,12.93333
Rhincodon,123.533,12.9333
Rhincodon,123.55,12.93333
Rhincodon,113.715,-23.0322
Rhincodon,123.533,12.9333
Rhincodon,35.5122,-23.9736
Rhincodon,42.79028,11.57889
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,32.88334,-26.83333
Rhincodon,123.533,12.9333
Rhincodon,32.88334,-26.83333
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,123.53333,12.9
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,123.55,12.91667
Rhincodon,123.533,12.9333
Rhincodon,123.51667,12.91667
Rhincodon,123.533,12.9333
Rhincodon,-83.21667,27.93333
Rhincodon,113.9015,-21.9013
Rhincodon,123.53333,12.91667
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,99.98333,9.93333
Rhincodon,113.715,-23.0322
Rhincodon,113.715,-23.0322
Rhincodon,113.9015,-21.9013
Rhincodon,56.46667,25.93333
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,-90.9,28.08333
Rhincodon,113.88333,-22.03333
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,123.51667,12.93333
Rhincodon,123.53333,12.91667
Rhincodon,115.11667,-19.9
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,35.55,-23.86667
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,113.715,-23.0322
Rhincodon,123.53333,12.9
Rhincodon,123.533,12.9333
Rhincodon,-86.6,21.43333
Rhincodon,123.53333,12.9
Rhincodon,35.5122,-23.9736
Rhincodon,35.53333,-23.85
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,113.88333,-22
Rhincodon,113.715,-23.0322
Rhincodon,-86.56667,21.55
Rhincodon,-86.83418,16.12198
Rhincodon,35.55,-23.86667
Rhincodon,56.36666,25.33333
Rhincodon,99.98333,9.93333
Rhincodon,113.9015,-21.9013
Rhincodon,123.51667,12.93333
Rhincodon,123.51667,12.91667
Rhincodon,113.88333,-22.01667
Rhincodon,113.9015,-21.9013
Rhincodon,35.53333,-23.88333
Rhincodon,113.88333,-22
Rhincodon,123.51667,12.91667
Rhincodon,-83.66666,28.91667
Rhincodon,-86.9041,16.1392
Rhincodon,-86.63333,21.55
Rhincodon,-86.9041,16.1392
Rhincodon,113.715,-23.0322
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,-87.01667,16.08333
Rhincodon,123.533,12.9333
Rhincodon,35.53333,-23.83333
Rhincodon,113.96667,-21.48333
Rhincodon,35.5122,-23.9736
Rhincodon,-86.55,21.51667
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,123.55,12.93333
Rhincodon,-86.63333,21.55
Rhincodon,35.5122,-23.9736
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,123.51667,12.91667
Rhincodon,123.533,12.9333
Rhincodon,103.66666,4.85
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,113.9,-21.9
Rhincodon,35.31667,-23.51667
Rhincodon,113.9,-21.96667
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,113.715,-23.0322
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,113.9,-21.95
Rhincodon,113.88333,-22.01667
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,113.715,-23.0322
Rhincodon,113.9015,-21.9013
Rhincodon,35.53333,-23.9
Rhincodon,113.9015,-21.9013
Rhincodon,32.9,-26.75
Rhincodon,123.533,12.9333
Rhincodon,35.51667,-23.93333
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,99.98333,9.93333
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,113.715,-23.0322
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,-86.56667,21.58333
Rhincodon,113.9015,-21.9013
Rhincodon,123.53333,12.93333
Rhincodon,113.9015,-21.9013
Rhincodon,99.98333,9.93333
Rhincodon,113.9015,-21.9013
Rhincodon,123.53333,12.91667
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,123.53333,12.91667
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,35.5122,-23.9736
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,-86.65,21.5
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,99.98333,9.93333
Rhincodon,113.715,-23.0322
Rhincodon,113.715,-23.0322
Rhincodon,35.5122,-23.9736
Rhincodon,123.51667,12.93333
Rhincodon,113.9015,-21.9013
Rhincodon,113.88333,-21.98333
Rhincodon,123.53333,12.93333
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,-87.55,30.13333
Rhincodon,99.98333,9.93333
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,34.31667,27.9
Rhincodon,113.9015,-21.9013
Rhincodon,113.86667,-22.05
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,113.715,-23.0322
Rhincodon,123.53333,12.91667
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,35.55,-23.83333
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,113.9015,-21.9013
Rhincodon,113.715,-23.0322
Rhincodon,123.533,12.9333
Rhincodon,35.5122,-23.9736
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,123.53333,12.93333
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,113.715,-23.0322
Rhincodon,35.5122,-23.9736
Rhincodon,113.88333,-22
Rhincodon,-86.9041,16.1392
Rhincodon,113.9015,-21.9013
Rhincodon,-86.63333,21.51667
Rhincodon,32.88334,-26.8
Rhincodon,-86.63333,21.46667
Rhincodon,35.5122,-23.9736
Rhincodon,113.9015,-21.9013
Rhincodon,113.88333,-22
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,123.533,12.9333
Rhincodon,-86.88333,16.15
Rhincodon,35.53333,-23.08333
Rhincodon,123.51667,12.93333
Rhincodon,-86.9041,16.1392
Rhincodon,123.53333,12.93333
Rhincodon,99.98333,9.93333
Rhincodon,123.51667,12.93333
Rhincodon,123.533,12.9333
Rhincodon,113.88333,-22
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,113.9015,-21.9013
Rhincodon,99.03,7.44
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
Rhincodon,123.533,12.9333
